BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
1,"","оя-0572","Барроу, Т.","Санскрит","",,,"","",1976,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0573","Дымшиц, З. М.","Язык урду","",,,"","",1962,"М.","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0574","Матусевич, М. И.","Современный русский язык. Фонетика","",,,"","",1976,"М.","нет","","","","","","","","","","","","","","","","","",""
1,"","оя-0575","","Сборник трудов по языкознанию, № 3","",,,"","",1959,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0576","","Сборник трудов по языкознанию, № 3","",,,"","",1963,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0577","","Сборник трудов по языкознанию, № 4","",,,"","",1965,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0578","","Известия АН СССР, сер. лит. и языка, XXV, вып. 2, стр. 81 - 184","",,,"","",1966,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0579","","Известия АН СССР, сер. лит. и языка, XXV, вып. 6, стр. 469 - 568","",,,"","",1966,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0580","","Филологические науки, 3","",,,"","",1960,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0581","","Филологические науки, 5","",,,"","",1968,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0582","","Актуальные проблемы теории художественного перевода. I.","",,,"","",1967,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0583","Баранников, А. П.","Сложновербальные глаголы хиндустани","",,,"","",1927,"Л.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0584","Оранский, И. М.","Индийский диалект группы парья (Гиссарская долина)","",,,"","",1963,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0585","Фельдман, Н. И.","О реальном и фиктивном склонении предложений в современном японском языке. Отд. отт. с. 230-277","",,,"","",,"","2 экз.","","","","","","","","","","","","","","","","","",""
1,"","оя-0586","Османов, Н.","О методике составления структурно-частотных словарей (на примере словаря Рудаки). Материалы XXVI МКВ","",,,"","",1963,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0587","","Pashto Dialects and the Literary Language in Aphganistan. XXVI МКВ","",,,"","",1963,"Moscow","","","","","","","Dvoryankov, N. A.","","","","","","","","","","","",""
1,"","оя-0588","Быкова, Е. М.","Система падежей в древнебенгальском языке. XXVI МКВ","",,,"","",1963,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0589","Пахалина, Т. Н.","К вопросу о вокализме фарси-кабули. XXVI МКВ","",,,"","",1963,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0590","Охотина, Н. В.","Морфемная структура глагола в языке суахили. XXVI МКВ","",,,"","",1963,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0591","Бабкин, А. М.","Фразеология и лексикография. Отд. отт. из сб. "Проблемы фразеологии" с.7-36","",,,"","",1964,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0592","Соколов, А. Н.","К вопросу о морфеморазличительной функции иероглифов в современном японском письме. Отд. отт. с.160-168","",,,"","",,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0593","","Названия стран мира на 20 языках. Словарь-справочник.","",,,"","",1966,"М.","","","","","","","","","","","","","","","","","","",""
1,"","оя-0594","Бабинцев, А. А.","К характеристике глагола-связки ДЭАРУ в современном японском языке. Отд. отт. "Филология стран Востока"","",,,"","",1963,"","","","","","","","","ЛГУ","","","","","","","","","","",""
1,"","оя-0595","Бабинцев, А. А.","О структуре придаточных предложений в японском языке. Отд. отт. "Языки народов Востока"","",,,"","",1961,"","2 экз.","","","","","","","ЛГУ","","","","","","","","","","",""
1,"","оя-0596","Брянцева, Т. Г.","О словниках терминологических словарей","",,,"","",1959,"М.","","","","","","","","","","","","","","","","","","",""
9,"","оя-0597","Толикина, Е. Н.","Русская ремесленно-промысловая терминология первой пол. XIX в. и её отражение в лексикографии того времени (словарь В. Бурнашева)","",,,"","",1954,"","","","","","","","","","","","","","","","","","","",""
1,"","оя-0598","","Библиографический указатель словарей 1928 - 1966.","",,,"","",1967,"М.","","","","","","","","БСЭ","","","","","","","","","","",""
1,"","оя-0599","Санжеев, Г. Д.","Монгольское языкознание в СССР.","",,,"","",1953,"Poznan","","","","","","","","","","","","","","","","","","",""
1,"","оя-0600","Рахимов, Т. Р.","Китайские элементы в современном уйгурском языке. Словарь","",,,"","",1970,"М.","","","","","","","","","","","","","","","","","","",""
